1	1	1854.7930908203125	549.6839294433594
1	2	2054.5264892578125	1814.3295288085938
1	3	1782.6498413085938	886.3035583496094
1	4	2008.8790283203125	887.0958557128906
1	5	1429.8945922851562	1627.6732177734375
1	6	1315.9803466796875	336.6310577392578
1	7	2482.1053466796875	343.97007751464844
1	8	1347.3294067382812	1239.6750183105469
1	9	1630.0603637695312	1627.8373413085938
1	10	3558.973876953125	1870.981201171875
1	11	2282.545166015625	333.9049530029297
1	12	2705.5135498046875	1099.9793395996094
1	13	3050.2000732421875	1953.5713500976562
1	15	2350.3731689453125	309.8328094482422
1	16	1555.1199951171875	122.87860870361327
1	17	2905.9581298828125	1953.0621948242188
1	18	3191.818603515625	77.75826263427734
2	1	1854.6423541612862	556.1732458950075
2	2	2054.572886065018	1823.4471369971916
2	3	1783.2121112918067	889.0350114806624
2	4	2009.6092483898824	890.3969938420069
2	5	1428.6934128438147	1627.67507152715
2	6	1315.5590149430204	336.7273470035269
2	7	2482.3291741993803	343.737987549837
2	8	1347.6618642255294	1240.705122766416
2	9	1629.4617602135525	1628.4070263066567
2	10	3559.984119762074	1881.537692992155
2	11	2283.2433426281636	333.57242931019175
2	12	2698.5998958871382	1098.654673678816
2	13	3049.1064644805656	1964.2985991170583
2	15	2350.2766678234766	309.71480478334036
2	16	1547.8220315728304	132.58473735210322
2	17	2905.811100731212	1964.3868292185887
2	18	3192.9320209597754	78.0121805490541
3	1	1854.198930268555	558.659905830599
3	2	2055.376158661158	1828.0600270227337
3	3	1782.7651881675754	891.1764686722263
3	4	2010.2425184862454	898.117074751899
3	5	1427.968060888861	1629.8164925216538
3	6	1315.2893737260972	337.53510273642166
3	7	2482.195754926538	344.01294130393387
3	8	1353.070045475326	1241.9348744090235
3	9	1628.8805138483401	1628.7922842290136
3	10	3561.43585568764	1892.1079134842
3	11	2283.90933527383	333.9652770613628
3	12	2696.6796518806714	1100.5066131294889
3	13	3048.7310409157008	1967.221922314345
3	15	2344.403221354517	309.0712241728833
3	16	1546.1319859450202	135.4126076858099
3	17	2906.180645111352	1967.383017917704
3	18	3193.1397149011345	79.85938158683388
4	1	1852.626512116836	560.9336649864188
4	2	2055.0187514705344	1836.156474656609
4	3	1781.7253399123183	898.4294854425209
4	4	2010.3156333949698	903.7808031658719
4	5	1420.670134924811	1637.377241394865
4	6	1314.5809794545312	337.71216382125147
4	7	2481.558826929861	344.3576572332488
4	8	1354.7009597365993	1243.267744276157
4	9	1627.7862164259295	1629.8468161408891
4	10	3562.2530690199555	1897.753781350634
4	11	2283.3541727284737	333.9317704186742
4	12	2694.178305228937	1104.6491156400405
4	13	3039.460284663317	1968.5201927378405
4	15	2341.8972667180137	308.3136451780983
4	16	1544.7727960641428	136.67077873080038
4	17	2906.0296457640306	1968.869593761332
4	18	3192.7628296092857	87.84223718083248
5	1	1851.9454075966723	563.3194383473312
5	2	2055.5067686538146	1841.944909069643
5	3	1781.5506826062015	901.8615958437099
5	4	2011.048732702699	911.7325250309243
5	5	1417.8856877633089	1648.7109416658807
5	6	1314.600263939325	337.97002658155856
5	7	2481.618616438334	344.4385306614441
5	8	1355.4143503746816	1243.0910535585103
5	9	1627.1089052944417	1635.457291803259
5	10	3570.512776457505	1907.1421386187199
5	11	2283.8989520094206	334.48121428439515
5	12	2692.958497780795	1112.3580353167984
5	13	3035.7130621774004	1968.9615830719954
5	15	2340.8015449239992	314.2569291477966
5	16	1544.1345079885994	143.55854234156288
5	17	2905.6830398688735	1968.7398069802312
5	18	3194.1512091394075	91.44815170090685
6	1	1847.4796269114393	565.2102081061563
6	2	2056.8738613522733	1849.6536183170133
6	3	1775.7149780833538	903.9392548419702
6	4	2011.233165980239	916.3607260877259
6	5	1415.7863678691278	1656.0482792087823
6	6	1313.7730241001689	342.9508264281528
6	7	2481.2538013704693	345.3506596397433
6	8	1356.0185882878848	1244.3899199596517
6	9	1626.2161412397354	1637.9706711978397
6	10	3573.8861592305025	1911.4320102829408
6	11	2283.174524822309	334.89671505285133
6	12	2691.470382927701	1118.3021359515571
6	13	3034.4043321942954	1968.745826302921
6	15	2340.193070145752	316.70906874070624
6	16	1542.52755613389	146.89389493750113
6	17	2905.5781309613326	1968.7400956697097
6	18	3200.6371553176878	93.29074187643813
7	1	1845.6044501220158	569.702214854779
7	2	2057.0026413063683	1853.0717626374208
7	3	1773.0264364411069	904.5482166468632
7	4	2011.3422478018715	919.9229862502725
